session_id,administrative,informational,product_related
117,0.0,0.0,1146.333333
118,0.0,0.0,577.0
119,0.0,0.0,95.0
120,0.0,0.0,301.5
121,0.0,0.0,243.0
122,0.0,0.0,135.5
123,0.0,75.0,442.3333333
124,0.0,0.0,41.0
125,0.0,0.0,292.9
127,0.0,0.0,1238.333333
128,0.0,0.0,225.4666667
129,462.0,0.0,1873.216667
130,0.0,0.0,13.0
131,0.0,0.0,222.0
132,20.0,0.0,214.8333333
134,0.0,0.0,2017.166667
135,111.5,0.0,449.0277778
136,0.0,0.0,158.1666667
137,0.0,0.0,303.6666667
138,0.0,0.0,25.0
139,0.0,0.0,42.0
140,103.625,0.0,1003.416667
142,0.0,0.0,272.5
143,19.0,0.0,344.0
145,0.0,19.0,852.0
146,0.0,0.0,780.0
147,0.0,0.0,1038.0
148,0.0,0.0,573.0
149,0.0,0.0,1231.233333
150,0.0,0.0,316.6666667
151,0.0,0.0,873.7365079
153,0.0,0.0,16.0
154,0.0,0.0,615.0
155,0.0,0.0,261.75
156,0.0,0.0,615.8831169
158,0.0,0.0,117.5
161,0.0,0.0,501.6666667
162,58.0,22.0,829.1666667
163,9.5,0.0,1223.0
164,0.0,0.0,467.0
165,0.0,0.0,737.1666667
166,0.0,0.0,129.0
167,0.0,0.0,63.0
168,0.0,0.0,125.0
169,0.0,0.0,684.3333333
170,0.0,0.0,665.4722222
171,0.0,0.0,487.5
172,0.0,0.0,437.1666667
173,0.0,0.0,55.0
175,41.3,0.0,446.9277778
176,87.0,0.0,320.5
177,0.0,0.0,666.0
178,0.0,0.0,405.7095238
180,0.0,0.0,163.25
181,0.0,0.0,284.25
184,0.0,0.0,260.0
185,0.0,1210.397619,279.8571429
186,0.0,0.0,927.45
187,9.0,0.0,836.8
188,293.7782051,153.0,3283.166739
189,111.5,48.5,1868.819697
190,47.0,51.0,3008.124108
192,1226.0,3.0,3230.25
193,52.0,0.0,319.0
194,0.0,0.0,42.0
195,0.0,0.0,354.3333333
196,0.0,0.0,3556.61241
197,56.0,144.0,2563.783333
198,112.9607843,0.0,3014.018519
199,0.0,0.0,840.2333333
200,94.0,125.0,1970.844805
201,32.0,0.0,2867.0
202,0.0,0.0,43.0
203,218.0,0.0,284.5
204,0.0,0.0,133.5
205,119.0,0.0,297.6666667
206,281.0,0.0,453.75
207,18.0,0.0,1331.75
208,40.0,0.0,558.5
209,107.0,0.0,145.8333333
210,0.0,0.0,731.0
211,49.0,127.0,188.0
212,0.0,0.0,565.3333333
213,0.0,0.0,50.0
214,57.0,0.0,591.0
215,2.0,261.0,281.0
216,123.0,306.3333333,483.8333333
217,118.0,0.0,42.0
218,0.0,0.0,1192.386111
219,0.0,0.0,198.0
220,0.0,0.0,15.0
221,38.0,0.0,643.0
222,0.0,0.0,23.0
223,0.0,0.0,14.0
224,54.0,0.0,210.5
225,993.0,0.0,1529.30467
226,0.0,0.0,19.0
227,74.25,84.0,1599.083333
228,0.0,0.0,102.5
229,0.0,0.0,2337.0
230,0.0,0.0,1883.5
231,32.0,0.0,1245.3
232,666.8333333,0.0,1674.583333
233,0.0,0.0,132.0
234,73.0,740.0,1434.255128
235,154.0,0.0,367.25
236,49.33333333,303.25,148.5
237,118.5,0.0,1482.210784
238,153.5,0.0,1048.492063
239,0.0,0.0,478.0
240,0.0,0.0,980.25
241,72.25,21.5,1124.693074
242,24.5,0.0,353.1666667
243,0.0,0.0,1489.083333
244,0.0,1220.0,2389.333333
245,0.0,0.0,753.0
246,0.0,0.0,688.1666667
247,0.0,0.0,811.0
248,22.0,0.0,415.25
249,155.6313131,0.0,908.013456
250,21.33333333,235.0,2753.378571
251,191.0,100.0,2452.582143
252,0.0,0.0,5188.5
254,0.0,0.0,57.0
255,0.0,0.0,8.0
256,96.5,0.0,1430.659091
257,13.0,0.0,20.0
258,1388.75,0.0,1373.75
259,0.0,0.0,844.25
260,0.0,0.0,188.0
261,51.0,0.0,527.375
263,158.0,64.0,1916.761905
264,0.0,0.0,116.3333333
265,0.0,0.0,397.0
266,0.0,0.0,5220.083333
267,0.0,0.0,219.3333333
268,0.0,0.0,74.0
269,0.0,0.0,1559.6
270,0.0,0.0,236.5
271,10.0,0.0,348.6666667
273,28.0,47.0,224.5
274,27.0,0.0,601.7666667
275,0.0,0.0,75.5
276,0.0,0.0,153.0
277,15.0,0.0,197.2
278,0.0,0.0,3658.5
279,0.0,0.0,1162.5
280,0.0,0.0,556.6
281,0.0,0.0,41.0
282,0.0,0.0,300.0714286
283,1249.809524,205.0,1626.625433
284,0.0,0.0,69.25
285,390.0,0.0,1169.1
286,0.0,0.0,402.0
288,0.0,0.0,3324.333333
289,215.5238095,70.0,3037.499952
290,0.0,0.0,59.0
291,11.0,0.0,1059.253472
292,20.0,0.0,720.0
293,0.0,0.0,905.4856061
295,8.0,14.33333333,603.6666667
296,0.0,0.0,328.9166667
297,0.0,0.0,778.8166667
298,171.25,0.0,851.5595238
300,0.0,0.0,227.5
301,227.3333333,0.0,528.9
302,0.0,0.0,872.8333333
304,0.0,0.0,835.0666667
305,0.0,0.0,82.5
306,0.0,0.0,13.0
307,0.0,0.0,9.0
308,0.0,0.0,7.0
309,0.0,0.0,94.5
310,86.0,0.0,267.3
311,0.0,0.0,3312.5
312,0.0,0.0,75.0
313,7.0,0.0,75.0
314,0.0,24.0,1547.5
315,186.9761905,40.0,1276.157071
316,138.0,136.0,2631.1
317,0.0,0.0,96.0
318,374.0,0.0,1370.0
319,61.0,0.0,97.0
320,14.0,0.0,1380.166667
321,38.0,0.0,1483.6
322,0.0,0.0,156.0
323,0.0,0.0,240.75
324,96.0,0.0,1238.5
325,615.25,0.0,2524.719048
326,111.0,0.0,54.0
327,147.0,0.0,35.0
328,0.0,0.0,175.9166667
329,53.16666667,0.0,263.6
330,58.0,0.0,101.8
332,48.5,0.0,1042.242857
333,21.0,116.0,613.6666667
334,115.3333333,0.0,1588.944444
335,0.0,929.0,4105.666667
336,8.0,0.0,269.5
337,32.28571429,0.0,1236.2
338,0.0,0.0,1384.016667
339,0.0,0.0,52.0
340,11.0,0.0,664.75
341,0.0,0.0,64.0
343,0.0,0.0,326.5
344,0.0,0.0,1690.977778
346,277.75,0.0,178.75
347,0.0,0.0,407.0
348,241.1666667,0.0,1513.566667
349,64.0,0.0,832.0909091
350,25.5,0.0,250.8333333
351,64.0,0.0,565.6666667
352,0.0,0.0,194.0
353,130.0,18.0,298.0
354,79.0,155.5,1743.066667
355,84.0,0.0,655.9166667
356,0.0,9.0,1992.833333
358,0.0,0.0,308.8635531
359,41.0,0.0,2749.666667
361,0.0,0.0,812.0
362,0.0,0.0,166.0
363,14.0,0.0,65.0
364,86.0,0.0,2450.688095
365,0.0,0.0,226.8333333
366,618.0,0.0,341.0
367,0.0,0.0,226.0
368,11.88888889,0.0,3510.879903
369,51.5,0.0,6.0
370,7.0,0.0,559.4
371,269.0,0.0,1109.883333
372,0.0,0.0,239.0
373,44.5,0.0,212.1666667
374,3.0,1165.166667,2820.952419
375,0.0,0.0,44.0
376,0.0,0.0,781.0
377,61.0,0.0,175.6666667
378,90.0,0.0,397.8846154
379,0.0,0.0,770.0285714
380,102.5,60.0,1034.975
381,0.0,0.0,12.0
382,0.0,0.0,8.0
383,17.0,0.0,399.8
385,213.3214286,528.0,2258.430586
386,0.0,0.0,254.0
387,0.0,0.0,67.0
388,0.0,0.0,57.0
389,0.0,0.0,240.4166667
390,0.0,0.0,551.1666667
391,71.5,0.0,1532.2
392,0.0,0.0,379.5
393,6.0,0.0,548.1857143
394,304.0,0.0,1735.301587
395,0.0,0.0,103.0
396,151.0,0.0,1406.1
397,199.75,0.0,331.4
398,13.5,28.0,1759.275703
400,191.2,654.3333333,1204.600433
401,47.0,0.0,1743.366667
402,0.0,0.0,236.0
403,197.0,246.0,427.0833333
404,115.125,0.0,909.522619
405,312.75,0.0,702.9166667
406,0.0,0.0,962.3333333
407,724.0,0.0,159.0
408,0.0,0.0,24.0
409,237.5,142.0,1569.625
410,66.33333333,0.0,424.8333333
411,0.0,0.0,154.8333333
412,190.0,0.0,758.4428571
413,174.0,18.5,305.875
414,227.0,0.0,62.0
415,23.0,0.0,656.25
416,0.0,0.0,617.5
417,0.0,39.0,245.0
418,0.0,0.0,20.0
420,0.0,0.0,22.0
421,26.0,0.0,872.4
423,0.0,0.0,1372.0
424,41.0,0.0,139.0
425,74.0,629.0,5042.458059
426,0.0,0.0,288.5
428,0.0,0.0,192.0
429,0.0,0.0,954.6666667
431,74.0,0.0,429.0
432,0.0,0.0,1546.5
433,45.0,0.0,96.46666667
434,112.0,0.0,198.8333333
435,0.0,0.0,181.0
436,37.0,0.0,208.5
437,0.0,0.0,517.4238095
438,0.0,0.0,358.0666667
439,5.5,0.0,339.25
440,50.0,0.0,796.0
441,0.0,0.0,1759.416667
442,26.0,0.0,3277.0
443,0.0,0.0,265.1666667
444,113.5,0.0,437.2
445,0.0,0.0,92.0
446,279.0,0.0,0.0
447,228.0,267.5,1266.267677
448,55.0,4.0,19.0
449,112.5,0.0,1882.113409
450,17.0,0.0,616.4
451,0.0,0.0,155.0
452,0.0,0.0,814.5
453,0.0,0.0,460.4166667
454,0.0,0.0,819.5
455,8.5,0.0,659.2
456,0.0,0.0,427.0
458,0.0,0.0,766.5
460,0.0,0.0,2425.0
461,319.5,0.0,416.5
462,0.0,0.0,638.6428571
463,0.0,132.0,445.0
464,0.0,0.0,81.0
465,0.0,0.0,1985.0
466,97.5,0.0,758.1444444
467,182.0833333,0.0,310.9
468,97.0,0.0,482.0
470,34.83333333,0.0,709.8333333
471,0.0,57.0,4547.166667
472,0.0,0.0,1040.0
473,0.0,0.0,223.0
474,0.0,14.0,687.5
475,0.0,0.0,632.5833333
476,77.0,0.0,312.0
477,107.0,0.0,2502.966667
478,614.1666667,0.0,3608.9
479,315.9666667,0.0,406.575
481,0.0,0.0,2487.5
482,0.0,0.0,212.8
483,11.0,0.0,510.0
485,47.66666667,0.0,72.33333333
486,0.0,0.0,96.5
487,0.0,0.0,267.0
488,0.0,0.0,481.1666667
489,0.0,0.0,2528.0
490,30.0,148.5,1530.194444
491,0.0,0.0,289.5
492,0.0,0.0,10.0
493,0.0,0.0,676.75
494,0.0,0.0,36.0
495,25.0,0.0,65.0
496,0.0,0.0,630.75
497,359.0,954.0,336.5
498,0.0,0.0,77.0
499,59.0,0.0,44.66666667
500,1347.75,0.0,3410.875
501,0.0,0.0,322.5
502,0.0,0.0,919.0
503,280.95,762.5,2096.911364
504,100.3,0.0,2868.133333
505,23.0,0.0,1058.893939
506,53.38095238,0.0,54.38095238
507,8.0,0.0,543.5
508,0.0,0.0,1089.0
509,0.0,60.0,1131.808333
510,0.0,0.0,314.5
511,416.3928571,449.3333333,11301.20416
512,573.5,0.0,1946.942857
514,465.8333333,71.0,1558.0
515,0.0,212.5,1198.75
517,0.0,0.0,927.1666667
518,97.64285714,0.0,584.5958874
519,0.0,0.0,135.5
520,148.0,0.0,292.5
521,0.0,0.0,68.5
522,58.0,0.0,364.1666667
523,0.0,0.0,694.3
524,3.0,0.0,236.0
525,97.61111111,0.0,1128.468254
526,57.0,0.0,81.0
527,34.0,0.0,521.5
528,0.0,0.0,496.75
529,0.0,0.0,104.8333333
530,7.0,0.0,45.0
531,37.5,0.0,492.5
532,3.0,0.0,624.75
534,0.0,0.0,116.5
535,0.0,0.0,144.0
536,22.5,0.0,686.3222222
537,0.0,1411.0,1411.0
538,0.0,0.0,126.0
539,0.0,0.0,185.0
540,0.0,0.0,218.0
542,0.0,0.0,484.672619
543,0.0,0.0,439.8333333
544,38.0,0.0,733.7
545,77.0,447.0,1469.702381
546,58.5,125.0,485.8333333
547,0.0,0.0,19.0
548,99.33333333,28.5,345.5
549,117.0,0.0,543.8
550,0.0,0.0,48.0
551,16.66666667,0.0,343.3690476
552,0.0,0.0,171.0
553,81.5,0.0,2202.579167
554,0.0,0.0,299.5
556,0.0,90.0,1056.5
557,34.0,0.0,627.3083333
558,38.5,0.0,583.8333333
559,0.0,0.0,221.5
560,0.0,0.0,441.7916667
561,156.25,0.0,1037.355013
562,15.0,0.0,246.0
563,0.0,0.0,10.0
564,0.0,18.0,46.0
565,0.0,0.0,801.802381
566,19.0,0.0,1361.166667
567,0.0,0.0,53.0
568,7.0,0.0,2648.5
569,0.0,0.0,27.0
570,0.0,0.0,255.0
571,0.0,0.0,221.5
572,0.0,0.0,225.0
573,0.0,0.0,125.0
574,0.0,0.0,323.0
575,67.5,245.0,1929.329762
576,311.4090909,0.0,4233.4807
577,0.0,0.0,116.0
579,14.0,0.0,1585.666667
580,145.0,0.0,644.0
581,0.0,0.0,488.5
582,0.0,15.0,1235.65
583,43.0,0.0,1505.166667
584,0.0,0.0,495.0
585,84.0,0.0,270.0
587,120.0,0.0,293.0
588,0.0,0.0,2122.656061
589,0.0,0.0,1231.160256
591,0.0,0.0,341.6666667
593,0.0,0.0,1686.333333
594,263.0,0.0,212.0
595,0.0,0.0,2161.979365
596,72.94444444,125.0952381,318.0730159
597,0.0,0.0,13.0
598,0.0,0.0,390.6666667
599,0.0,0.0,253.0
600,18.5,0.0,208.0
601,87.33333333,0.0,1470.853037
602,99.60588235,0.0,2585.61835
603,63.0,0.0,400.3333333
604,68.0,103.0,808.5
605,0.0,0.0,1484.0
606,0.0,0.0,505.0
607,68.5,0.0,1121.205556
608,135.0,0.0,141.0
609,0.0,0.0,234.0
610,34.0,0.0,179.0
611,176.25,404.0,2720.671429
612,315.1449864,147.8666667,6255.017866
613,523.2142857,263.0,2309.732468
614,76.0,0.0,1936.55
615,118.6666667,0.0,694.0
616,0.0,0.0,125.0
617,174.5,0.0,195.5
618,40.0,0.0,1400.5
619,201.1666667,41.0,914.1666667
620,374.875,53.0,5958.071931
621,56.0,0.0,270.4916667
622,92.83333333,0.0,463.8166667
623,0.0,0.0,371.5
624,0.0,0.0,13.0
625,4.0,148.5,185.8333333
626,102.0,0.0,502.8333333
627,0.0,0.0,1016.5
628,11.0,0.0,253.0
629,0.0,126.0,887.0666667
630,0.0,0.0,3200.366667
631,187.0,41.0,1769.697383
632,0.0,0.0,1037.5
633,185.0,0.0,1694.75
634,0.0,0.0,1643.435516
635,0.0,0.0,383.5
636,166.2,371.0,626.2213675
637,0.0,0.0,34.0
638,0.0,0.0,1070.461905
640,84.0,0.0,195.0
641,86.0,0.0,1187.833333
642,754.1095238,77.0,1021.619336
643,24.0,0.0,58.0
644,0.0,0.0,771.0833333
645,17.34848485,0.0,291.2589744
646,0.0,0.0,695.4
647,15.0,0.0,21.0
648,0.0,0.0,1594.283333
649,36.0,395.0,343.5833333
650,34.0,0.0,2241.002381
651,0.0,0.0,5.0
652,0.0,0.0,63.0
653,47.0,0.0,825.0833333
654,0.0,0.0,1357.61783
655,44.5,4.0,836.3333333
656,125.5,0.0,1409.416667
657,0.0,0.0,60.5
658,42.0,54.0,420.0
661,0.0,0.0,389.0
662,95.0,0.0,449.5
663,56.5,0.0,202.1666667
664,0.0,0.0,17.0
665,0.0,0.0,689.2857143
666,134.9285714,41.0,2013.595238
667,0.0,0.0,933.4166667
668,64.0,0.0,371.2272727
669,68.0,0.0,306.0
670,20.5,0.0,719.7380952
672,0.0,0.0,56.0
673,11.33333333,0.0,302.3888889
674,0.0,0.0,491.6666667
675,504.0,0.0,922.0833333
676,25.0,0.0,667.9166667
677,20.0,0.0,181.5
678,19.66666667,0.0,512.1111111
679,13.0,0.0,317.0
680,0.0,0.0,85.66666667
681,0.0,0.0,128.5
682,76.33333333,0.0,78.83333333
683,45.44444444,40.66666667,851.6426534
684,31.0,0.0,1400.438961
685,0.0,0.0,84.0
686,0.0,0.0,167.2222222
687,0.0,0.0,396.5
688,0.0,0.0,22.0
689,0.0,0.0,371.0
690,0.0,399.3333333,1814.583333
691,0.0,0.0,30.5
692,0.0,0.0,644.0
693,125.1666667,0.0,1802.25
694,13.0,0.0,855.1666667
695,72.66666667,345.0,879.9090909
696,100.9166667,0.0,1432.223333
697,60.0,23.0,2524.501905
698,49.5,29.5,1545.5
699,466.5,75.25,1616.425824
700,0.0,0.0,332.0
701,0.0,0.0,40.0
702,175.2307692,0.0,2224.85
703,96.85714286,0.0,672.5452381
704,0.0,0.0,551.0
705,402.1857143,116.0,3179.354257
706,0.0,0.0,203.0
707,178.2,0.0,368.2
708,156.5,122.0,694.7121212
709,58.0,0.0,657.2619048
710,0.0,0.0,974.6666667
711,43.0,0.0,1223.347222
712,0.0,0.0,276.0
713,0.0,844.0,1108.0
714,0.0,0.0,223.0
715,0.0,0.0,261.0
716,0.0,0.0,1372.7
717,306.0,0.0,964.5
718,72.0,0.0,461.5
719,0.0,0.0,41.0
720,202.0,0.0,8.0
722,0.0,0.0,39.25
723,359.3,407.0,5485.105556
724,0.0,0.0,450.0
726,0.0,0.0,438.3333333
727,39.0,0.0,787.0
729,0.0,0.0,319.0
730,0.0,0.0,1148.0
731,41.5,60.5,534.5
732,0.0,0.0,644.4
733,0.0,0.0,875.0
734,123.0,0.0,873.0
735,42.0,0.0,3121.369048
736,0.0,81.0,3214.020563
737,0.0,0.0,14.0
738,22.0,0.0,1551.666667
739,95.5,0.0,334.5
740,48.66666667,0.0,3726.333333
741,294.7,329.5,2816.781781
742,0.0,0.0,667.1666667
743,0.0,0.0,1202.904762
745,0.0,0.0,1117.333333
746,0.0,0.0,211.0
747,125.0,70.0,705.4
748,12.0,24.0,5.333333333
749,10.5,0.0,525.0
750,0.0,0.0,635.3333333
751,0.0,0.0,1803.768849
752,99.0,0.0,2419.133333
753,171.0833333,0.0,952.2857143
754,159.5,0.0,249.0
755,5.0,0.0,271.0
756,206.0,0.0,650.6961927
757,40.0,162.0,481.6666667
758,0.0,0.0,258.5
759,0.0,0.0,510.5
760,0.0,0.0,600.75
761,262.25,298.0,2302.021242
762,44.0,0.0,1636.016667
763,0.0,0.0,519.75
765,0.0,0.0,673.0
766,0.0,0.0,173.5
767,0.0,0.0,156.5333333
768,0.0,0.0,574.5333333
769,62.5,0.0,548.3333333
770,937.1746032,357.0,6682.677557
771,48.0,0.0,1671.375
772,0.0,0.0,1390.166667
773,437.3913043,235.55,2503.881781
774,159.3333333,0.0,520.6666667
776,32.5,0.0,423.8166667
777,0.0,30.0,1114.916667
778,212.7416667,104.0,1678.905125
779,0.0,0.0,438.8666667
780,16.33333333,0.0,505.5833333
781,0.0,0.0,76.0
782,0.0,0.0,203.5
783,130.0,0.0,818.7916667
784,15.0,17.0,490.0
785,0.0,0.0,645.9166667
786,0.0,0.0,142.0
787,0.0,0.0,25.0
788,44.0,0.0,672.5
789,140.5,0.0,1090.490476
790,0.0,0.0,30.0
791,0.0,0.0,244.1666667
792,0.0,0.0,129.5
793,56.0,88.0,1734.780952
794,281.0,0.0,145.0
795,88.0,0.0,1106.333333
796,0.0,0.0,684.9166667
797,110.4090909,51.0,3120.211102
798,0.0,0.0,1178.666667
799,0.0,0.0,58.0
800,316.1405025,321.6666667,12983.78771
801,0.0,0.0,139.0
802,27.0,0.0,558.0
803,74.0,26.0,893.5111111
804,0.0,0.0,26.5
807,0.0,0.0,708.5333333
808,0.0,0.0,244.0
809,140.0,0.0,130.0
810,119.0,0.0,1282.5
811,301.7,336.5,1981.016667
812,0.0,0.0,186.5
813,0.0,0.0,119.0
814,0.0,0.0,1310.5
815,0.0,0.0,1111.0
816,113.5,0.0,1066.5
817,421.0,0.0,110.5
818,115.0,0.0,36.0
819,0.0,76.5,850.5333333
820,0.0,0.0,16.0
821,9.0,0.0,49.0
822,0.0,0.0,214.25
824,0.0,0.0,141.8333333
825,0.0,0.0,143.5
826,0.0,0.0,5818.916667
827,208.0,50.0,1461.666667
828,0.0,0.0,123.0
829,193.0,13.0,2049.458471
830,3.0,0.0,271.7166667
831,87.5,20.0,1279.166667
833,0.0,0.0,70.5
834,42.18181818,0.0,231.1818182
835,132.5,0.0,1567.966667
836,163.6666667,0.0,119.3333333
837,83.0,0.0,605.8857143
838,117.8333333,0.0,502.547619
839,95.0,0.0,808.7
840,0.0,0.0,58.0
841,60.0,0.0,494.5
842,0.0,0.0,203.15
843,55.5,0.0,1656.316667
844,0.0,0.0,1420.25
845,160.5,1467.0,721.0
846,64.33333333,13.0,1433.916667
847,73.33333333,0.0,478.8333333
848,0.0,0.0,182.0
849,215.2333333,450.0,1974.352381
850,81.5,0.0,223.5833333
851,0.0,26.0,817.4166667
852,201.5,0.0,750.1666667
853,0.0,0.0,13.0
854,492.4166667,384.0,4699.277778
855,146.25,0.0,1030.266667
856,156.2690476,90.0,776.0190476
857,0.0,0.0,558.0
858,13.61904762,0.0,520.3333333
859,0.0,0.0,349.5
860,14.0,0.0,754.5
861,0.0,0.0,305.0
862,0.0,0.0,399.8511905
863,12.0,0.0,74.0
864,352.5,0.0,696.6666667
865,0.0,0.0,59.0
866,0.0,0.0,50.0
867,92.75,74.75,2756.215152
868,0.0,0.0,425.1666667
869,0.0,0.0,1781.69697
870,168.0,0.0,296.1666667
872,179.5,0.0,1792.8
874,274.5,0.0,515.5757576
875,64.5,0.0,1334.551371
876,0.0,0.0,64.0
877,4.0,102.0,624.5833333
878,171.6666667,109.75,1284.663492
879,0.0,0.0,316.5
880,0.0,0.0,925.8333333
881,0.0,0.0,97.0
882,0.0,0.0,28.0
883,311.9166667,0.0,633.4
884,98.5,0.0,436.5
885,867.922619,0.0,3909.36829
886,147.0,0.0,24.0
887,27.0,0.0,915.1666667
888,106.75,0.0,137.3333333
889,0.0,0.0,95.0
891,0.0,0.0,778.1666667
892,55.0,47.0,1842.95
893,0.0,0.0,1206.0
894,0.0,0.0,324.5
895,241.6666667,229.0,1054.944444
896,0.0,0.0,402.1666667
897,47.0,0.0,388.0
899,35.0,0.0,352.0
900,0.0,0.0,194.0
901,0.0,0.0,751.8
902,0.0,0.0,465.5
903,0.0,0.0,585.0
904,0.0,0.0,253.5
905,33.0,84.5,46.5
906,152.5,243.5,3065.945238
907,828.0526316,389.3666667,2099.930554
908,0.0,0.0,30.0
909,0.0,0.0,52.0
910,162.0,75.5,158.5
911,539.5,0.0,0.0
912,0.0,0.0,250.5
913,120.5,0.0,3960.646154
914,0.0,0.0,280.0
915,0.0,0.0,281.547619
916,12.0,0.0,2004.5
917,285.0119048,0.0,967.210697
918,0.0,0.0,100.0
919,198.5,158.0,73.21428571
920,224.0,32.0,789.35
921,0.0,0.0,1281.0
922,162.5,44.5,1115.266667
924,77.5,92.0,341.2916667
925,192.5,0.0,3000.666667
926,148.8,81.33333333,1715.687897
927,0.0,0.0,607.0
928,0.0,0.0,31.0
929,0.0,0.0,1027.657143
931,0.0,0.0,196.5
932,1521.0,64.0,2284.687302
933,112.2666667,0.0,1503.490909
935,150.0,0.0,271.3333333
936,0.0,0.0,97.33333333
937,0.0,0.0,161.3333333
938,0.0,32.5,67.0
939,0.0,0.0,1006.257576
940,167.5,0.0,869.9
941,57.0,0.0,479.8666667
942,345.0,0.0,229.5
944,0.0,0.0,606.0
945,267.1666667,0.0,881.4416667
947,123.0,0.0,371.6666667
949,1373.5,0.0,2798.07381
950,29.0,0.0,12.0
951,0.0,0.0,1185.666667
952,0.0,0.0,60.0
953,29.5,0.0,6770.274267
954,0.0,0.0,337.25
955,0.0,0.0,323.9166667
956,79.33333333,242.0555556,1142.816919
958,0.0,0.0,148.5
959,16.0,0.0,207.0
960,0.0,0.0,11.0
961,0.0,0.0,53.0
962,33.0,0.0,354.0
963,139.0,0.0,277.1428571
964,47.0,0.0,411.625
965,0.0,0.0,392.1428571
966,54.5,0.0,3135.517677
967,272.5,52.25,1127.288305
968,0.0,0.0,954.4702381
969,0.0,0.0,3506.166667
970,0.0,0.0,370.3809524
971,169.0,0.0,50.0
972,59.25,0.0,139.25
973,175.0,0.0,270.5
974,0.0,0.0,321.0
976,159.0,0.0,64.75
977,0.0,0.0,26.5
978,0.0,0.0,927.2777778
979,0.0,0.0,141.1666667
980,247.3333333,369.0,7221.0
981,0.0,0.0,218.5
982,78.33333333,0.0,262.5
983,0.0,0.0,469.4166667
984,16.0,0.0,1240.916667
985,8.0,0.0,143.5
986,0.0,0.0,101.0
987,267.5,0.0,62.5
988,14.0,0.0,156.0
989,0.0,0.0,104.0
990,17.0,0.0,1349.0
991,12.0,0.0,331.25
992,114.75,0.0,301.5
993,0.0,0.0,157.5714286
995,0.0,0.0,224.9583333
996,10.0,0.0,1152.5
997,164.5,3.0,2292.679762
998,0.0,0.0,329.0
999,0.0,0.0,111.6666667
1000,0.0,0.0,1074.428571
1001,0.0,0.0,1080.047619
1002,387.5,0.0,666.9464286
1003,123.0,0.0,239.0
1004,272.5,0.0,279.9
1006,0.0,0.0,1674.0
1007,0.0,0.0,15.0
1008,0.0,0.0,480.9666667
1009,0.0,0.0,62.0
1010,320.5,0.0,1841.171429
1011,0.0,0.0,37.5
1012,35.0,0.0,131.3
1013,0.0,0.0,92.0
1014,0.0,0.0,78.33333333
1015,0.0,0.0,114.6
1016,34.0,0.0,671.0
